item_id,item_text_clean,dataset,extra,question,n_options,options_json
I could see nothing in the future to be hopeful about,I could see nothing in the future to be hopeful about,Openneuro_ds005237,,I could see nothing in the future to be hopeful about.,4,"[{""value"": ""0"", ""label"": ""Did not apply to me at all -NEVER""}, {""value"": ""1"", ""label"": ""Applied to me to some degree or some of the time SOMETIMES""}, {""value"": ""2"", ""label"": ""Applied to me to a considerable degree or a good part of time -OFTEN""}, {""value"": ""3"", ""label"": ""Applied to me very much or most of the time ALMOST ALWAYS""}]"
I couldn't seem to experience any positive feeling at all,I couldn't seem to experience any positive feeling at all,Openneuro_ds005237,,I couldn't seem to experience any positive feeling at all.,4,"[{""value"": ""0"", ""label"": ""Did not apply to me at all -NEVER""}, {""value"": ""1"", ""label"": ""Applied to me to some degree or some of the time SOMETIMES""}, {""value"": ""2"", ""label"": ""Applied to me to a considerable degree or a good part of time -OFTEN""}, {""value"": ""3"", ""label"": ""Applied to me very much or most of the time ALMOST ALWAYS""}]"
I couldn't seem to get any enjoyment out of the things I did,I couldn't seem to get any enjoyment out of the things I did,Openneuro_ds005237,,I couldn't seem to get any enjoyment out of the things I did.,4,"[{""value"": ""0"", ""label"": ""Did not apply to me at all -NEVER""}, {""value"": ""1"", ""label"": ""Applied to me to some degree or some of the time SOMETIMES""}, {""value"": ""2"", ""label"": ""Applied to me to a considerable degree or a good part of time -OFTEN""}, {""value"": ""3"", ""label"": ""Applied to me very much or most of the time ALMOST ALWAYS""}]"
I do not think I have a real sense of purpose for my life,I do not think I have a real sense of purpose for my life,Openneuro_ds005237,,I do not think I have a real sense of purpose for my life.,5,"[{""value"": ""1"", ""label"": ""Definitely false""}, {""value"": ""2"", ""label"": ""Mostly or probably false""}, {""value"": ""3"", ""label"": ""Neither true nor false or about equally true or false""}, {""value"": ""4"", ""label"": ""Mostly or probably true""}, {""value"": ""5"", ""label"": ""Definitely true""}]"
I do not think it is smart to help weak people who cannot help themselves,I do not think it is smart to help weak people who cannot help themselves,Openneuro_ds005237,,I do not think it is smart to help weak people who cannot help themselves.,5,"[{""value"": ""1"", ""label"": ""Definitely false""}, {""value"": ""2"", ""label"": ""Mostly or probably false""}, {""value"": ""3"", ""label"": ""Neither true nor false or about equally true or false""}, {""value"": ""4"", ""label"": ""Mostly or probably true""}, {""value"": ""5"", ""label"": ""Definitely true""}]"
I don''t care very much whether other people like me or the way I do things.,I don''t care very much whether other people like me or the way I do things.,Openneuro_ds005237,,I don''t care very much whether other people like me or the way I do things.,5,"[{""value"": ""1"", ""label"": ""Definitely false""}, {""value"": ""2"", ""label"": ""Mostly or probably false""}, {""value"": ""3"", ""label"": ""Neither true nor false or about equally true or false""}, {""value"": ""4"", ""label"": ""Mostly or probably true""}, {""value"": ""5"", ""label"": ""Definitely true""}]"
I don''t go out of my way to please other people.,I don''t go out of my way to please other people.,Openneuro_ds005237,,I don''t go out of my way to please other people.,5,"[{""value"": ""1"", ""label"": ""Definitely false""}, {""value"": ""2"", ""label"": ""Mostly or probably false""}, {""value"": ""3"", ""label"": ""Neither true nor false or about equally true or false""}, {""value"": ""4"", ""label"": ""Mostly or probably true""}, {""value"": ""5"", ""label"": ""Definitely true""}]"
I don''t mind asking romantic partners for comfort advice or help.,I don''t mind asking romantic partners for comfort advice or help.,Openneuro_ds005237,,"I don''t mind asking romantic partners for comfort, advice, or help.",7,"[{""value"": ""1"", ""label"": ""Strongly disagree""}, {""value"": ""2"", ""label"": ""Disagree""}, {""value"": ""3"", ""label"": ""Somewhat disagree""}, {""value"": ""4"", ""label"": ""Neutral""}, {""value"": ""5"", ""label"": ""Somewhat agree""}, {""value"": ""6"", ""label"": ""Agree""}, {""value"": ""7"", ""label"": ""Strongly agree""}]"
I don''t seem to understand most people very well,I don''t seem to understand most people very well,Openneuro_ds005237,,I don''t seem to understand most people very well.,5,"[{""value"": ""1"", ""label"": ""Definitely false""}, {""value"": ""2"", ""label"": ""Mostly or probably false""}, {""value"": ""3"", ""label"": ""Neither true nor false or about equally true or false""}, {""value"": ""4"", ""label"": ""Mostly or probably true""}, {""value"": ""5"", ""label"": ""Definitely true""}]"
I don''t think that religious or ethnical principles about what is right and wrong should have much influence in business decisions.,I don''t think that religious or ethnical principles about what is right and wrong should have much influence in business decisions.,Openneuro_ds005237,,I don''t think that religious or ethnical principles about what is right and wrong should have much influence in business decisions.,5,"[{""value"": ""1"", ""label"": ""Definitely false""}, {""value"": ""2"", ""label"": ""Mostly or probably false""}, {""value"": ""3"", ""label"": ""Neither true nor false or about equally true or false""}, {""value"": ""4"", ""label"": ""Mostly or probably true""}, {""value"": ""5"", ""label"": ""Definitely true""}]"
"I don't consider myself especially ""light-hearted"".","I don't consider myself especially ""light-hearted"".",Openneuro_ds005237,,"I don't consider myself especially ""light-hearted"".",5,"[{""value"": ""1"", ""label"": ""Strongly agree""}, {""value"": ""2"", ""label"": ""Agree""}, {""value"": ""3"", ""label"": ""Neutral""}, {""value"": ""4"", ""label"": ""Disagree""}, {""value"": ""5"", ""label"": ""Strongly Disagree""}]"
I don't feel comfortable opening up to this person. Partner,I don't feel comfortable opening up to this person. Partner,Openneuro_ds005237,,I don't feel comfortable opening up to this person. (Thinking about your current or most recent romantic partner).,7,"[{""value"": ""1"", ""label"": ""Strongly disagree""}, {""value"": ""2"", ""label"": ""Disagree""}, {""value"": ""3"", ""label"": ""Slightly disagree""}, {""value"": ""4"", ""label"": ""Neither agree nor disagree""}, {""value"": ""5"", ""label"": ""Slightly agree""}, {""value"": ""6"", ""label"": ""Agree""}, {""value"": ""7"", ""label"": ""Strongly agree""}]"
I don't like to waste my time daydreaming.,I don't like to waste my time daydreaming.,Openneuro_ds005237,,I don't like to waste my time daydreaming.,5,"[{""value"": ""1"", ""label"": ""Strongly agree""}, {""value"": ""2"", ""label"": ""Agree""}, {""value"": ""3"", ""label"": ""Neutral""}, {""value"": ""4"", ""label"": ""Disagree""}, {""value"": ""5"", ""label"": ""Strongly Disagree""}]"
I don't look forward to things like eating out at restaurants. (reverse-coded),I don't look forward to things like eating out at restaurants. (reverse-coded),Openneuro_ds005237,,I don't look forward to things like eating out at restaurants. (reverse-coded).,6,"[{""value"": ""1"", ""label"": ""Very true for me""}, {""value"": ""2"", ""label"": ""Moderately true for me""}, {""value"": ""3"", ""label"": ""Slightly true for me""}, {""value"": ""4"", ""label"": ""Slightly false for me""}, {""value"": ""5"", ""label"": ""Moderately false for me""}, {""value"": ""6"", ""label"": ""Very false for me""}]"
I enjoy being in social situations,I enjoy being in social situations,Openneuro_ds005237,,I enjoy being in social situations.,6,"[{""value"": ""1"", ""label"": ""Very rarely""}, {""value"": ""2"", ""label"": ""Rarely""}, {""value"": ""3"", ""label"": ""Occasionally""}, {""value"": ""4"", ""label"": ""Somewhat often""}, {""value"": ""5"", ""label"": ""Often""}, {""value"": ""6"", ""label"": ""Very often""}]"
I enjoy chatting with people,I enjoy chatting with people,Openneuro_ds005237,,I enjoy chatting with people.,6,"[{""value"": ""1"", ""label"": ""Very rarely""}, {""value"": ""2"", ""label"": ""Rarely""}, {""value"": ""3"", ""label"": ""Occasionally""}, {""value"": ""4"", ""label"": ""Somewhat often""}, {""value"": ""5"", ""label"": ""Often""}, {""value"": ""6"", ""label"": ""Very often""}]"
I enjoy getting revenge on people who hurt me,I enjoy getting revenge on people who hurt me,Openneuro_ds005237,,I enjoy getting revenge on people who hurt me.,5,"[{""value"": ""1"", ""label"": ""Definitely false""}, {""value"": ""2"", ""label"": ""Mostly or probably false""}, {""value"": ""3"", ""label"": ""Neither true nor false or about equally true or false""}, {""value"": ""4"", ""label"": ""Mostly or probably true""}, {""value"": ""5"", ""label"": ""Definitely true""}]"
I enjoy saving money more than spending it on entertainment or thrills.,I enjoy saving money more than spending it on entertainment or thrills.,Openneuro_ds005237,,I enjoy saving money more than spending it on entertainment or thrills.,5,"[{""value"": ""1"", ""label"": ""Definitely false""}, {""value"": ""2"", ""label"": ""Mostly or probably false""}, {""value"": ""3"", ""label"": ""Neither true nor false or about equally true or false""}, {""value"": ""4"", ""label"": ""Mostly or probably true""}, {""value"": ""5"", ""label"": ""Definitely true""}]"
I enjoy taking a deep breath of fresh air when I walk outside.,I enjoy taking a deep breath of fresh air when I walk outside.,Openneuro_ds005237,,I enjoy taking a deep breath of fresh air when I walk outside.,6,"[{""value"": ""1"", ""label"": ""Very false for me""}, {""value"": ""2"", ""label"": ""Moderately false for me""}, {""value"": ""3"", ""label"": ""Slightly false for me""}, {""value"": ""4"", ""label"": ""Slightly true for me""}, {""value"": ""5"", ""label"": ""Moderately true for me""}, {""value"": ""6"", ""label"": ""Very true for me""}]"
"I feared that I would be ""thrown"" by some trivial but unfamiliar task","I feared that I would be ""thrown"" by some trivial but unfamiliar task",Openneuro_ds005237,,"I feared that I would be ""thrown"" by some trivial but unfamiliar task.",4,"[{""value"": ""0"", ""label"": ""Did not apply to me at all""}, {""value"": ""1"", ""label"": ""Applied to me to some degree or some of the time""}, {""value"": ""2"", ""label"": ""Applied to me to a considerable degree or a good part of time""}, {""value"": ""3"", ""label"": ""Applied to me very much or most of the time""}]"
I feel a strong need for sameness from day to day,I feel a strong need for sameness from day to day,Openneuro_ds005237,,I feel a strong need for sameness from day to day.,6,"[{""value"": ""1"", ""label"": ""Very rarely""}, {""value"": ""2"", ""label"": ""Rarely""}, {""value"": ""3"", ""label"": ""Occasionally""}, {""value"": ""4"", ""label"": ""Somewhat often""}, {""value"": ""5"", ""label"": ""Often""}, {""value"": ""6"", ""label"": ""Very often""}]"
I feel like I am really connecting with other people,I feel like I am really connecting with other people,Openneuro_ds005237,,I feel like I am really connecting with other people.,6,"[{""value"": ""1"", ""label"": ""Very rarely""}, {""value"": ""2"", ""label"": ""Rarely""}, {""value"": ""3"", ""label"": ""Occasionally""}, {""value"": ""4"", ""label"": ""Somewhat often""}, {""value"": ""5"", ""label"": ""Often""}, {""value"": ""6"", ""label"": ""Very often""}]"
I feel that I am the one who is responsible for what has happened,I feel that I am the one who is responsible for what has happened,Openneuro_ds005237,,I feel that I am the one who is responsible for what has happened.,5,"[{""value"": ""1"", ""label"": ""Almost never""}, {""value"": ""2"", ""label"": ""Sometimes""}, {""value"": ""3"", ""label"": ""Often""}, {""value"": ""4"", ""label"": ""Very often""}, {""value"": ""5"", ""label"": ""Almost always""}]"
I feel that basically the cause lies with others,I feel that basically the cause lies with others,Openneuro_ds005237,,I feel that basically the cause of the problem lies with others.,5,"[{""value"": ""1"", ""label"": ""almost never""}, {""value"": ""2"", ""label"": ""sometimes""}, {""value"": ""3"", ""label"": ""regularly""}, {""value"": ""4"", ""label"": ""often""}, {""value"": ""5"", ""label"": ""almost always""}]"
I feel that others are responsible for what has happened,I feel that others are responsible for what has happened,Openneuro_ds005237,,I feel that others are responsible for what has happened.,5,"[{""value"": ""1"", ""label"": ""Almost never""}, {""value"": ""2"", ""label"": ""Sometimes""}, {""value"": ""3"", ""label"": ""Often""}, {""value"": ""4"", ""label"": ""Very often""}, {""value"": ""5"", ""label"": ""Almost always""}]"
I feel very confident and sure of myself in almost all social situations,I feel very confident and sure of myself in almost all social situations,Openneuro_ds005237,,I feel very confident and sure of myself in almost all social situations.,5,"[{""value"": ""1"", ""label"": ""Definitely false""}, {""value"": ""2"", ""label"": ""Mostly or probably false""}, {""value"": ""3"", ""label"": ""Neither true nor false or about equally true or false""}, {""value"": ""4"", ""label"": ""Mostly or probably true""}, {""value"": ""5"", ""label"": ""Definitely true""}]"
I felt I wasn't worth much as a person,I felt I wasn't worth much as a person,Openneuro_ds005237,,I felt I wasn't worth much as a person.,4,"[{""value"": ""0"", ""label"": ""Did not apply to me at all""}, {""value"": ""1"", ""label"": ""Applied to me to some degree or some of the time""}, {""value"": ""2"", ""label"": ""Applied to me to a considerable degree or a good part of time""}, {""value"": ""3"", ""label"": ""Applied to me very much or most of the time""}]"
